TOT_POP,% Asian-alone,GQ_ESTIMATES_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Employed_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),anycondition_prevalence,Obesity_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Urban_rural_code,0-19 %,20-49 %,50+ %,TOT_POP_log,% Asian-alone_log,GQ_ESTIMATES_2018_log,R_INTERNATIONAL_MIG_2018_log,Civilian_labor_force_2018_log,Employed_2018_log,Total nurse practitioners (2019)_log,Total physician assistants (2019)_log,Total Hospitals (2019)_log,Internal Medicine Primary Care (2019)_log,Family Medicine/General Practice Primary Care (2019)_log,Total Specialist Physicians (2019)_log,Heart disease_prevalence
11586,0.673226308,431,12.2,-0.3,0.0,7.4,29.7,22.5,12.5,16.2,15.6,50525,6068,5880,50525,91.5,5.496862012,4.264430648,0.610762446,3.751826453,6.402099209,12.56425603,36.7,27.6,6.9,10.4,3.1,6,23.899533920248576,35.12860348696703,40.9718625927844,9.357984213888745,1.735757969669332,6.077642243349034,1.6094379124341003,8.711607995897575,8.680162019694377,2.351076356497124,2.226182405933265,1.7246866186777947,2.1692624160725997,2.4337974795889017,2.86586592956886,7.4
127185,1.911388922,2545,8.7,4.7,-0.1,10.7,29.5,25.6,14.4,20.2,18.2,56754,57620,55156,56754,118.2,64.52076383,20.93376728,4.312301474,68.4236696,48.90914077,204.5068035,48.2,39.1,8.2,11.7,3.0,3,27.20132091048473,41.066163462672485,31.732515626842787,11.75343731044553,1.9331706193180496,7.843848638152472,1.589235205116581,10.96171178029895,10.918011460821951,4.241625468094707,3.2555458755381923,2.2313362652502535,4.2962463577513095,3.9873000511061782,5.344756213775227,7.3
94347,2.424030441,2901,4.7,12.7,1.7,25.2,26.0,17.3,13.4,16.7,15.8,60483,41496,38981,60483,81.7,38.0238045,23.88851465,1.151857101,46.92565666,55.30166101,139.1869064,39.1,32.6,5.9,10.7,2.8,3,35.15109118466936,41.7268169629135,23.122091852417142,11.454787748240285,2.0047220958257084,7.974532844130228,1.9021075263969205,10.633472802314019,10.57095788630609,3.7617535555407295,3.3634440991723222,1.8167540038776506,3.9498130159990152,4.0993596491249065,4.9711104190637725,5.8
45507,1.122904169,1497,11.0,-1.2,0.4,16.2,33.5,16.9,15.4,21.4,20.1,43972,21145,20433,43972,81.5,20.67260926,18.59088584,0.490848471,22.15391983,17.63548435,65.64660041,46.6,33.9,10.5,13.3,3.6,5,22.150438394093218,35.581339134638625,42.26822247126815,10.725731306430482,1.8120365213852616,7.31455283232408,1.6863989535702288,9.959395184474424,9.925151192172155,3.24542463599712,3.1608604442194186,1.703082792031788,3.301521412754198,3.1195187789359866,4.257689989218369,9.5
19790,0.641738252,771,9.3,2.3,-0.4,8.3,30.6,23.9,12.0,13.7,12.9,51724,10996,10706,51724,90.7,10.61017756,9.062392673,1.278604907,7.604334446,12.13553078,21.4895351,40.3,31.5,6.0,10.0,3.0,5,25.77564426478019,35.89186457806973,38.33249115715007,9.89318465954023,1.7301922187351049,6.654152520183219,1.5260563034950492,9.305741456739435,9.27902652976463,2.747923109222418,2.6435040477932916,1.8371478072345806,2.534040758452536,2.8411541312109816,3.2767497531111,7.6
5248,0.533536585,16,9.9,4.4,6.3,25.8,37.6,12.3,25.2,38.6,35.9,36176,1875,1768,36176,59.7,1.810169346,1.068365605,0.095628138,1.985700919,1.757509874,6.19809298,54.2,42.1,7.3,19.9,4.6,6,33.55564024390244,33.269817073170735,33.17454268292683,8.566554620953962,1.7108271382486917,3.044522437723423,2.424802725718295,7.539027055823995,7.480428306074208,1.9184169871062742,1.8030893109896398,1.6283829442572453,1.9438653339880996,1.910654460358667,2.4157434941606706,9.6
45108,0.339185954,1017,10.6,-0.6,0.2,6.4,30.2,22.7,11.8,16.2,15.1,53143,21820,20645,53143,75.6,23.15218246,14.56658146,1.020946935,25.84523146,28.18456656,75.42948888,45.7,35.4,7.0,11.8,3.4,6,22.84738848984659,31.02332180544471,46.1292897047087,10.716925732292228,1.6750731982803164,6.92951677076365,1.6486586255873816,9.990811380707804,9.935470598389179,3.3376248812429528,2.9738230834716215,1.7952445451234267,3.4289821666049174,3.502084905189702,4.387380886053065,8.3
185287,2.279166914,3841,10.8,1.4,2.3,9.7,31.4,22.8,13.4,20.5,20.2,51777,89251,85703,51777,93.4,107.5220609,53.00420041,1.887725503,100.8671761,72.02934177,253.1726973,46.4,31.7,9.7,12.2,3.2,4,23.426360187169095,38.601197061855395,37.97244275097551,12.129688238108864,1.9850164207703132,8.254788926148725,1.9878743481543455,11.399263924273015,11.358701449120616,4.723149299308882,4.060515428786224,1.929740914850502,4.662185252721001,4.344186411216071,5.5536287303737,8.3
30250,0.512396694,586,10.9,0.9,0.0,8.8,29.7,28.0,18.2,26.2,24.5,44833,13135,12572,44833,81.1,14.35181045,11.13404342,1.594645606,9.795680148,16.71530304,32.80413817,41.9,33.7,8.6,13.3,3.9,6,25.71900826446281,31.279338842975207,43.001652892561985,10.317416739056421,1.706999500279902,6.3818160174060985,1.6094379124341003,9.483416292038601,9.439625028047155,2.962785978406511,2.7809315377222683,1.8862580479551254,2.6943352562723675,3.0780172212198273,3.6324185720303737,9.1
11237,0.400462757,2598,12.0,-3.7,0.4,24.1,41.5,12.6,22.9,29.6,28.7,43031,3822,3635,43031,59.3,5.907624666,2.773074374,0.126648497,5.604195976,4.919502541,15.5038868,50.6,39.4,9.4,15.7,3.9,2,17.175402687550058,44.40687016107502,38.41772715137492,9.32741204356202,1.6864846456392992,7.864419904994565,1.6863989535702288,8.249836485425702,8.199738960630786,2.3894620553337647,2.0506657584513746,1.6344521312548632,2.3612497695838024,2.294502772962762,3.020614468172554,8.6
38165,0.513559544,736,10.7,0.7,1.2,8.0,44.0,16.7,9.1,14.0,12.2,56740,18126,17325,56740,101.0,19.71680385,7.300343335,0.633392937,25.81239464,17.65011452,74.38122624,52.5,41.5,9.2,12.3,3.0,5,25.601991353334206,35.87056203327656,38.52744661338923,10.549805145739276,1.7072104298318087,6.608000625296087,1.824549292051046,9.805378459425809,9.760194382709651,3.207483330136437,2.509627175403434,1.7287119137374891,3.427917032405582,3.120164907986901,4.374261894955433,8.1
23428,1.60918559,789,7.5,3.9,3.1,18.9,21.2,31.6,10.9,14.7,13.4,66607,14533,14048,66607,105.4,11.74554974,6.473748978,0.341017865,14.36188353,11.05792356,34.44839482,38.9,31.3,7.4,11.0,3.1,5,26.587843605941607,37.852142735188664,35.56001365886973,10.061900564278407,1.8884604374981864,6.677083461247136,2.0918640616783932,9.584521190044581,9.550591175100745,2.818132535805809,2.440061728478276,1.6754162462312752,2.963306366888815,2.7762024075070473,3.6749933574906803,7.0
20083,3.908778569,244,7.2,10.4,1.8,25.4,36.4,12.5,12.4,18.0,16.9,55522,10777,10404,55522,93.0,10.87808174,8.556730325,0.968097227,9.306224952,13.11615597,28.57448265,47.3,36.4,7.2,12.4,3.1,4,31.215455858188516,37.389832196385,31.39471194542648,9.907877900837422,2.187037146676002,5.517452896464707,1.916922612182061,9.285633356011614,9.250426095515468,2.7649396512931976,2.6068831269616606,1.786428154156156,2.660694753874044,2.8968041351733556,3.5137663335042855,6.9
83770,0.747284231,706,10.6,-1.0,0.1,14.4,31.1,21.4,10.3,14.6,13.5,62963,42654,41200,62963,116.8,38.05446366,34.2223945,0.903561571,40.78128341,32.46367644,120.8432926,42.0,31.4,9.1,12.0,3.2,2,23.115673868926823,36.27074131550675,40.61358481556643,11.335889912605511,1.7487274355846936,6.566672429803241,1.62924053973028,10.66099355058791,10.626314887197484,3.7624659109807697,3.6692478719387056,1.7755558248863152,3.823875348425919,3.6233718352861835,4.835037423379117,8.2
342776,5.188811352,630,4.1,6.3,1.2,2.0,12.2,57.9,2.6,2.5,2.1,120670,191240,185768,120670,167.7,174.2297198,135.2311504,5.356284997,150.6379927,163.8782477,438.6737229,26.4,19.9,3.8,6.1,2.1,2,28.395511937825287,39.62558638877868,31.978901673396038,12.744847038265371,2.3212901919517694,6.453624998892692,1.824549292051046,12.161310607556178,12.13228077725651,5.188668333887935,4.943292135370316,2.3375935814990356,5.047532750963023,5.129178027479602,6.0950894339581545,4.1
11758,0.15308726,177,13.6,-4.7,0.0,21.5,46.8,9.0,19.8,29.6,27.0,37563,4602,4385,37563,71.7,9.982996185,2.070238596,0.199729395,6.22982034,4.317628482,17.54666153,52.9,37.5,13.9,16.0,4.0,5,19.69722741962919,33.48358564381697,46.819186936553834,9.372714290960442,1.639596003027668,5.204006687076795,1.6094379124341003,8.435332164935916,8.387084506069217,2.70691597043907,1.9558942270052369,1.648606584810207,2.4185727704033226,2.2319081415973745,3.115587007538471,11.5
3957,0.277988375,85,14.3,-2.0,2.3,15.0,34.2,22.1,11.4,14.5,13.0,58261,2017,1956,58261,89.3,2.379165532,1.181773689,0.203036008,1.827324074,3.055952226,4.701064497,48.6,34.2,8.1,13.0,3.7,6,22.744503411675513,26.23199393479909,51.0235026535254,8.284504227258497,1.6635450355398662,4.499809670330265,1.9878743481543455,7.611842399580417,7.581209826196346,1.9986605606745966,1.8216052349841878,1.6492423029069367,1.9209328067690032,2.0864112251603455,2.272235621446892,10.0
13665,0.431759971,391,14.4,-4.1,0.1,8.7,38.4,15.2,12.3,19.3,18.4,49507,6685,6397,49507,76.1,5.322892172,2.672707494,0.200560314,10.35084271,6.493006087,22.93466174,50.4,35.8,10.2,12.3,3.6,6,23.57848518111965,32.97475301866081,43.44676180021954,9.522958929717996,1.6922632013198426,5.981414211254481,1.62924053973028,8.808369153122275,8.764365720529808,2.3343639700157444,2.0376695510040097,1.648766372474785,2.731170372200541,2.441738684013211,3.329868274013744,9.1
8233,0.947406778,130,9.7,1.2,-0.1,6.7,33.4,22.9,10.7,14.8,12.1,58371,4030,3836,58371,100.4,4.643160839,2.352685639,0.393056855,3.40743533,5.058839672,10.78219993,45.2,37.6,8.1,12.2,3.2,6,23.891655532612656,32.97704360500425,43.13130086238309,9.016512874996026,1.7829552889233329,4.90527477843843,1.589235205116581,8.302761580704049,8.253488028345904,2.266248942742047,1.9950656395461823,1.6851123586692582,2.1291164726609857,2.3084518172638697,2.7588827182482305,8.1
16239,0.609643451,973,8.4,3.9,-0.1,9.4,27.5,21.6,11.6,11.1,9.7,61174,8730,8500,61174,93.8,9.76377788,4.849841529,0.833232686,7.499094171,12.54122017,19.29254141,42.7,34.4,6.4,10.3,2.9,5,26.399408830593018,35.50095449227169,38.099636677135294,9.69547888880619,1.7244871615433592,6.885509670034818,1.589235205116581,9.075093222568157,9.048409504829962,2.692176740351247,2.287455366628181,1.7635713382839382,2.5256561753624447,2.8645535495188037,3.190169365371354,7.3
33701,0.412450669,2347,11.2,-1.0,0.1,14.6,39.6,14.7,18.7,29.7,29.7,47205,13993,13466,47205,100.2,14.59268703,2.337066353,0.984027938,10.05273996,18.84189858,40.66942739,45.4,33.8,10.2,13.6,3.5,5,22.672917717575146,37.78226165395686,39.544820628467996,10.425431142035965,1.6887019790145557,7.763021309018518,1.62924053973028,9.546669741249485,9.508294505698569,2.975156385899065,1.9929390833055203,1.7890939094446998,2.7115600317673514,3.171444477448997,3.8214290891283786,9.6
42733,0.837760045,365,9.1,0.3,0.2,13.3,31.4,22.9,10.8,15.5,13.5,60801,20474,19774,60801,112.8,19.41245548,17.45762903,0.460927499,20.80346883,16.56046658,61.6449376,42.2,30.5,9.1,12.3,3.4,3,23.22092996045211,33.313832401188776,43.46523763835911,10.662843733206408,1.7643471693261537,5.91350300563827,1.6486586255873816,9.927155249836312,9.89237604778141,3.1950934725452202,3.1116303796240334,1.697618646941987,3.25050893366507,3.0708613868084886,4.199379088751244,8.7
1432132,4.500074016,44498,7.8,6.3,8.9,28.0,27.6,19.8,27.3,37.6,36.5,38566,605864,571545,38566,57.0,924.1850116,651.7149559,12.16515042,1518.445281,474.8805706,3584.175763,43.7,31.5,7.5,16.2,4.0,1,27.433225428940908,42.10435909539065,30.462415475668443,14.174678292317669,2.251299589734039,10.703311881612331,2.631888840136646,13.314419070065838,13.256107247453924,6.834307870331375,6.487250067263772,2.8428811900521502,7.328729681141429,6.173537261693282,8.185677862642828,7.3
9395,0.276742948,207,16.2,-3.9,-0.3,15.9,42.5,13.4,18.2,29.6,29.7,37013,3781,3616,37013,68.0,5.240017387,1.01978682,0.18708871,5.844221909,4.195694343,16.66162977,54.8,37.4,12.5,15.1,4.1,6,21.713677488025546,29.249600851516764,49.03672166045769,9.148464968258095,1.6633090414690241,5.356586274672012,1.547562508716013,8.239065331769268,8.19450550976564,2.3263033175591388,1.7950518467335785,1.6461725975943322,2.3836323951857996,2.2187353683102615,3.0755424820478416,11.5
28355,0.708869688,2724,9.3,2.1,0.2,15.5,42.8,13.4,15.4,21.7,20.9,52804,11869,11467,52804,95.3,16.45440877,8.111384516,0.288884037,15.43599269,11.02285636,38.74374258,49.1,33.1,9.8,11.7,3.1,2,26.04478927878681,40.751190266266974,33.20402045494622,10.252734980646064,1.7420210510078262,7.911690520708339,1.6486586255873816,9.38210641483062,9.347664562839402,3.065930161317115,2.5734808998272807,1.6656072665267845,3.0172976937663933,2.774016225372192,3.7783485758314663,7.9
37620,0.680489102,759,11.0,1.8,0.6,11.2,35.2,15.0,19.5,30.2,28.5,46096,17778,16899,46096,70.8,14.65402148,7.358013606,0.552146286,28.49606313,17.87536692,63.13955175,48.4,33.6,10.3,12.4,3.6,5,25.15417331206805,34.364699627857526,40.48112706007443,10.535424002051176,1.7370373385328914,6.638567789166521,1.7227665977411035,9.785998223743661,9.735305559295893,2.978281972846934,2.5143047276253965,1.7141845712003314,3.5114279134177173,3.1300606512515214,4.221557833843117,9.0
144447,3.207404792,2482,7.4,5.2,0.3,7.7,29.5,26.8,7.3,8.8,8.4,70942,72033,70030,70942,136.7,41.43197664,47.18336508,4.579130928,48.31898955,82.79068718,170.7832671,40.5,31.1,6.9,10.0,2.6,2,28.339114000290763,41.14311823713888,30.517767762570355,11.880702551419853,2.105036770204489,7.818832443803404,1.667706820558076,11.184949036550263,11.156750396073146,3.8379883736003415,3.9547637674720537,2.259586870539937,3.976292544455773,4.4749554264504825,5.169251799264834,6.5
17276,0.758277379,1094,8.8,1.6,0.8,13.7,40.7,16.4,15.9,22.0,20.4,47508,8422,8104,47508,90.7,14.66799133,3.041796393,0.2934619,9.153459448,6.343880733,25.78126591,50.2,38.5,10.2,12.8,3.2,4,26.516554758045842,37.83283167399861,35.650613567955546,9.757362911053992,1.7506383638327685,7.002155954403621,1.7578579175523736,9.039196115772354,9.000729834944558,2.978992508732024,2.0846524901988452,1.6664724552690193,2.6499590781655114,2.428678456070892,3.426906255245325,8.5
116854,1.174970476,1242,7.3,9.1,0.5,8.3,26.1,30.1,10.6,13.2,11.9,60444,55403,54077,60444,108.9,45.83011365,41.16716604,2.997609177,25.912666,61.41768137,92.9258845,40.1,30.9,6.1,10.3,2.7,4,33.19270200421038,37.83867047769011,28.96862751809951,11.668723358823826,1.820504101288036,7.1284959456800365,1.7047480922384253,10.922479266642203,10.89825669228154,3.928488967340632,3.8322688536516853,2.0791426441394165,3.4311660028290727,4.195963306727417,4.584210911933876,6.2
16390,0.475899939,194,11.9,-0.5,0.5,11.7,43.7,16.1,14.7,19.5,18.3,46949,7411,7105,46949,90.4,4.701171344,5.35376542,0.519581271,5.482621576,9.394029387,19.3783031,51.3,39.2,10.5,14.4,3.7,3,25.997559487492374,33.95973154362416,40.04270896888347,9.704731689278749,1.7003566346149896,5.293304824724492,1.7047480922384253,8.91139510724569,8.869257522797287,2.272246635332186,2.3373502622446933,1.70830200070884,2.3497187979921854,2.66681349469809,3.193693519497889,10.0
272608,4.083152365,2146,6.6,7.0,1.8,11.9,29.1,32.4,8.6,12.1,11.0,68978,134404,130532,68978,146.5,118.04051,18.9045721,7.95981983,81.31679577,152.4124593,328.9757355,41.9,32.7,7.0,10.3,2.6,3,28.60004108463435,41.355352740932034,30.044606174433618,12.515808486028986,2.2064213091234093,7.67368812926773,1.916922612182061,11.808642669114892,11.77941199046351,4.8125136507422415,3.1740697418969432,2.561853788821322,4.458024199894822,5.05886948977559,5.811068342134099,7.0
93503,1.615990931,761,9.2,3.1,0.6,12.7,37.8,19.9,11.9,17.9,17.0,65416,45262,43654,65416,111.6,42.7984234,29.57224396,1.288841411,44.24725892,30.31888312,113.6669239,44.1,33.4,8.3,12.4,3.1,2,27.175598643893778,37.68756082692534,35.13684052918088,11.445802273113928,1.8894895869526152,6.641182169740591,1.7227665977411035,10.720333569181761,10.684164725581436,3.866992655689852,3.5430511624430716,1.8387768583567878,3.89685370962252,3.564417753491727,4.7763206098782005,7.2
769545,30.14209695,8815,6.9,4.5,6.0,10.8,15.0,49.9,6.8,7.0,6.4,122930,454875,444868,122930,163.4,299.8648314,154.0177676,6.984006389,435.0510721,295.6627551,1143.334372,32.8,21.5,4.3,9.5,2.5,2,22.495760481843167,41.68190294264793,35.822336575508906,13.5535612074081,3.55939975513902,9.084777149000837,2.3978952727983707,13.027788926884826,13.005544127157544,5.719868502638316,5.069015941889072,2.483572959902225,6.086890793130908,5.705989221664655,7.046067799278514,5.0
330086,6.225650285,1868,5.5,6.1,1.7,3.6,15.3,57.8,4.2,4.5,3.9,101740,181103,176224,101740,182.6,170.3239297,41.68077631,6.511079849,129.7776597,163.9115026,429.4353119,36.1,27.5,5.5,9.0,2.2,2,29.315693485940027,39.65936149973037,31.0249450143296,12.707123653004288,2.4182013637988855,7.5352967024440884,1.9021075263969205,12.106848817385073,12.079539564639546,5.1666352897415715,3.8433324377427955,2.4433100366650122,4.903626455515114,5.129374924514387,6.074047054220197,5.1
4795,1.522419187,86,4.5,3.4,14.1,46.1,30.7,6.9,17.8,25.0,25.7,42671,1666,1587,42671,70.4,1.653918067,0.976145784,0.087373651,1.814298001,1.605804087,5.663082286,55.5,44.0,8.2,17.3,4.1,3,23.37851929092805,47.25755995828988,29.363920750782064,8.476371196895983,1.8752453480708107,4.51085950651685,2.9496883350525844,7.421177528595393,7.3727463664043285,1.895205864175119,1.7877758424459504,1.6267617152760399,1.9190230519191176,1.8879486697016987,2.3667875219714736,9.1
65711,1.581166015,5035,8.9,3.1,1.4,16.7,29.2,24.5,21.6,25.5,26.0,45357,28799,27675,45357,74.8,22.66540357,13.37716697,1.19737435,24.86326088,22.00604637,77.60725758,47.7,36.4,8.2,12.9,3.2,5,29.380164660406933,39.661548294806046,30.95828704478702,11.093097706026228,1.8842119355651619,8.525161361065415,1.8562979903656263,10.268269545368758,10.228465409731605,3.3201826639899226,2.9111089684858005,1.8241257104175272,3.3966289917748,3.2960607805632227,4.414097540831752,7.7
10027,0.179515309,1200,10.9,-1.8,0.0,16.7,37.5,11.0,27.5,39.4,35.0,33437,3454,3198,33437,74.7,7.003553288,0.359242666,0.332383401,3.958384145,3.683076681,11.35139677,59.1,43.2,11.2,19.2,4.6,5,24.344270469731725,36.940261294504836,38.71546823576344,9.213535262872702,1.6447114822023554,7.094234845924755,1.6094379124341003,8.148734808937169,8.071843149609158,2.4852027132902093,1.6788226714431052,1.67379830539529,2.1925898697636317,2.1613759222038578,2.794313323052181,10.6
1522,0.262812089,0,5.3,4.6,0.0,7.2,35.9,16.9,8.1,10.2,9.3,56775,771,747,56775,93.6,0.524976704,0.309842312,0.027733618,0.575883536,0.509704655,1.797541447,47.4,35.1,7.9,13.7,3.4,4,24.0473061760841,33.04862023653088,42.90407358738502,7.3310603052186325,1.6606655015731082,1.6094379124341003,1.6094379124341003,6.654152520183219,6.62273632394984,1.709279030924339,1.6695621383910544,1.6149693096109226,1.7184507865829917,1.7065110200948104,1.9165609948946456,8.7
19688,0.223486388,152,11.1,-0.9,0.3,23.8,46.0,8.5,19.8,27.5,25.9,40322,7463,7159,40322,77.0,16.7158725,3.466478779,0.334433775,10.43142566,7.229585776,29.38073415,52.8,38.0,13.9,15.5,3.8,3,23.679398618447784,35.16863063795205,41.15197074360016,9.888018521632196,1.6531650693764564,5.056245805348308,1.667706820558076,8.918382504661613,8.876823763180603,3.078043444778962,2.1361146936534543,1.6741827451004845,2.736406057440649,2.50385807962427,3.537496353711585,10.7
7051,0.255282939,115,14.6,-2.7,0.6,29.4,30.2,11.4,37.6,55.0,51.0,27767,2432,2248,27767,62.1,4.924908171,0.25261993,0.233732459,2.7835411,2.589944518,7.982317606,62.9,45.4,13.1,22.4,5.2,6,25.386470004254715,36.2643596652957,38.34917033044958,8.861633597686627,1.6592338447443837,4.787491742782046,1.7227665977411035,7.798523053625206,7.720017940432244,2.29504757423826,1.6587269864130476,1.6551246868290006,2.0520113888806737,2.0268242814993984,2.5635882474175418,11.4
16999,0.447085123,2214,10.1,-3.5,0.2,22.1,43.8,11.3,20.2,24.9,22.5,45889,6357,6077,45889,63.2,8.936879211,4.195024587,0.191590086,8.477861297,7.442077395,23.45381967,51.1,40.9,10.1,15.2,3.8,4,19.365845049708806,39.161127125125006,41.473027825166184,9.741203889478681,1.6950806257808062,7.704811922932594,1.6486586255873816,8.758098072309089,8.71308886823731,2.634538507313563,2.2186625320059448,1.647040025206406,2.601048435404148,2.521084066536429,3.348282410611367,9.2
11811,0.355600711,169,9.8,4.5,0.0,9.4,36.5,21.4,6.9,9.5,9.2,69048,6949,6842,69048,114.9,7.192553574,3.192116649,0.441582373,4.782561638,8.086944991,15.29446746,43.8,33.9,6.7,10.0,2.9,6,30.56472779612226,33.20633307933282,36.228939124544915,9.377209824211215,1.678142875199313,5.159055299214529,1.6094379124341003,8.847072312567807,8.831565879121063,2.5008254026051295,2.103172307575656,1.694069895960931,2.280601375925923,2.571615167732959,3.0103483099860058,7.1
994400,11.04696299,16963,7.3,7.6,1.3,24.7,22.9,20.7,21.3,30.2,29.3,52318,448353,414926,52318,69.5,387.4829781,199.0205487,9.024678158,562.1695756,382.0530881,1477.407688,41.0,33.5,6.6,12.0,3.3,3,31.089501206757845,40.69820997586484,28.212288817377313,13.809899847323681,2.7755196098644666,9.739084496244518,1.840549633397487,13.013347299423861,12.935867520329028,5.972493168383959,5.3182207176929674,2.6408185034092715,6.340658334145975,5.958561862174636,7.301422861142267,6.7
18717,0.44878987,1914,9.6,1.5,0.9,19.7,34.1,14.5,20.1,27.9,25.1,44622,6791,6422,44622,99.7,13.07325291,0.670583922,0.620446806,7.388957419,6.875051983,21.1891985,50.3,36.6,9.7,13.1,3.3,6,27.178500828124164,37.5968370999626,35.22466207191324,9.83745458193169,1.6953935418182984,7.5595594960077,1.7749523509116738,8.824089482791823,8.768263145371286,2.8944331055584995,1.735292096916841,1.726411163592391,2.5168055451271303,2.4744397274269128,3.265347054767634,8.3
33680,0.555225653,645,8.9,1.4,0.1,4.3,32.2,27.7,7.9,9.7,9.0,71770,17469,16840,71770,123.4,18.99449254,9.624493174,1.607938163,13.93932004,20.69497391,44.10840442,39.8,34.6,6.9,10.2,2.8,2,26.84976247030879,34.263657957244654,38.88657957244656,10.42480791339476,1.7147390438687187,6.476972362889683,1.62924053973028,9.76846934085804,9.731809155840653,3.177824326513955,2.682697737748199,1.888271678275376,2.941240186374309,3.246295405071037,3.894030189602758,7.0
6947,0.431841083,148,11.9,0.0,5.7,11.4,32.8,20.4,10.3,11.2,10.0,58766,3375,3242,58766,90.1,4.176917602,2.074749006,0.356454675,3.208092075,5.365099852,8.253296705,47.5,35.7,7.5,12.2,3.3,6,22.498920397293794,31.79789837339859,45.70318122930762,8.846784666945227,1.6922781341215165,5.030437921392435,2.3702437414678603,8.125630988477065,8.085486772102845,2.216691375045341,1.956531966716261,1.678302315002607,2.1051205060799205,2.33844437941587,2.584246329409201,8.7
16736,0.454110899,108,9.5,-0.4,2.3,4.6,31.6,32.4,10.5,13.4,11.5,61044,8822,8484,61044,110.5,7.940228089,6.159978537,0.882247565,5.419520759,9.247845016,18.14909277,33.5,24.6,6.8,10.2,3.1,6,19.329588910133843,34.47060229445507,46.19980879541109,9.725616079415785,1.6963696177333587,4.727387818712341,1.9878743481543455,9.085570485020233,9.046526486737967,2.560340915578921,2.4123340337434303,1.7719389278214186,2.343681042849111,2.6566056683313435,3.1419555905634624,7.5
10438,0.747269592,764,14.7,-3.2,0.4,19.3,39.2,14.7,31.4,44.1,40.9,31787,3340,3110,31787,67.5,4.519701708,0.723844948,0.30477682,3.113572288,5.835783431,12.59628744,54.3,41.8,11.6,19.1,4.7,6,24.51619084115731,33.895382257137385,41.588426901705304,9.253687176479549,1.7487248884653839,6.645090969505644,1.6863989535702288,8.11522197256233,8.043984431221553,2.253363515119102,1.7446407732770022,1.6686077014354668,2.0935382505528835,2.382853937958156,2.867687938883852,11.5
35761,1.009479601,2315,10.4,0.2,1.1,10.7,43.1,15.7,12.6,16.3,14.9,59323,16610,15876,59323,91.2,13.92989001,6.994415858,0.524861864,27.08792434,16.99205201,60.01949788,47.3,34.9,9.3,11.4,3.2,5,23.58155532563407,36.08120578283605,40.33723889152988,10.48475300044798,1.7933381559461716,7.749322464660356,1.8082887711792655,9.718061180788695,9.672878705110646,2.940742154850416,2.48444119631467,1.7092582451003113,3.4684797705741715,3.0906811158110394,4.174687192299031,8.1
108047,1.139319,10616,10.0,-0.5,0.9,11.3,36.9,23.6,15.1,20.0,18.2,49356,43515,41067,49356,73.0,69.72500995,49.16854441,0.917798085,114.5588935,35.82729875,270.4076431,48.5,38.1,9.5,11.2,3.1,5,25.076124279248845,37.16623321332383,37.75764250742732,11.590367871712823,1.8147138239557374,9.27058845232154,1.7749523509116738,10.680975881529823,10.623081903110922,4.313814841324894,3.9921003785315987,1.777964434605827,4.783809082605431,3.7093509446810016,5.618252338632766,7.7
22400,0.236607143,2151,11.4,-0.3,0.4,16.8,47.3,11.5,21.8,27.8,26.3,46064,8661,8317,46064,92.3,11.62649342,2.4517832,0.462860006,10.47163479,8.560618723,29.06394215,51.6,38.7,10.0,14.1,3.3,2,22.553571428571427,40.982142857142854,36.464285714285715,10.017039427220244,1.655673796825716,7.6760099320288875,1.6863989535702288,9.067162602299854,9.026657889542886,2.8109974122819015,2.0084533594551597,1.6979724632386284,2.739008333856338,2.6071699100111223,3.528239409875844,8.6
2474,1.050929669,0,4.0,2.4,0.8,3.0,30.0,37.4,10.5,16.4,14.2,58943,1092,988,58943,78.7,1.610331987,1.160780974,0.070452024,0.731359111,1.986076118,2.838210127,38.3,28.3,7.4,10.9,3.2,6,18.997574777687955,32.13419563459984,48.86822958771221,7.8156105320351905,1.800211924535122,1.6094379124341003,1.7578579175523736,7.00033446027523,6.900730664045173,1.8886338775645424,1.8182035510028405,1.6234299702363726,1.7459526947476351,1.9439190421168646,2.0590105081703243,7.5
4514,3.41160833,52,21.6,-11.2,1.3,12.9,36.7,14.4,21.1,27.0,24.8,44438,1929,1823,44438,75.7,1.25108226,0.786947105,0.065454958,2.099021484,1.34033902,4.590772715,55.0,37.1,11.9,16.1,4.4,6,21.400088613203366,31.56845369960124,47.03145768719539,8.41604600941128,2.129612695891032,4.04305126783455,1.840549633397487,7.56734567601324,7.510977752014095,1.832754610357571,1.7556048822354309,1.62244395755616,1.9599569553944076,1.8469322402056145,2.260801460727556,11.2
