TOT_POP,% Asian-alone,GQ_ESTIMATES_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Employed_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),anycondition_prevalence,Obesity_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Urban_rural_code,0-19 %,20-49 %,50+ %,TOT_POP_log,% Asian-alone_log,GQ_ESTIMATES_2018_log,R_INTERNATIONAL_MIG_2018_log,Civilian_labor_force_2018_log,Employed_2018_log,Total nurse practitioners (2019)_log,Total physician assistants (2019)_log,Total Hospitals (2019)_log,Internal Medicine Primary Care (2019)_log,Family Medicine/General Practice Primary Care (2019)_log,Total Specialist Physicians (2019)_log,Heart disease_prevalence
356495,2.261462293,3869,12.4,-3.0,3.4,10.7,32.9,22.7,11.5,19.5,17.9,52447,155273,149818,52447,94.6,206.874077,101.980886,3.632012517,194.0699776,138.5855467,487.1081119,46.1,34.4,10.3,14.1,3.8,2,20.996367410482616,32.47871639153424,46.52491619798314,12.784089518836488,1.9825812263234643,8.262042843966942,2.128231705849268,11.95297233780116,11.91720987633023,5.355992121783043,4.6726501829906635,2.155477678024291,5.293656409142603,4.966931001827152,6.198698431987237,10.0
23081,1.41241714,270,3.2,6.7,1.6,5.6,13.2,57.4,6.3,6.7,5.9,99087,15340,14876,99087,159.2,11.4259014,6.432063378,1.158570422,5.273492956,15.02146478,21.73318309,24.3,19.4,4.9,7.2,2.4,5,19.795502794506305,45.41830943200035,34.78618777349335,10.046981652174857,1.858236288775976,5.616771097666572,1.8870696490323797,9.638544967053836,9.60784051043005,2.7988594426213043,2.436421984524025,1.8178446762613598,2.3295670786761575,2.9968049370447516,3.2859056061137535,5.2
292735,7.31958939,17194,7.6,3.9,6.8,7.3,21.7,38.5,18.1,19.1,18.6,52837,150474,144991,52837,93.3,129.441747,110.786907,4.217106688,217.151709,176.3863443,594.5827576,35.5,29.6,7.1,9.1,2.7,3,25.376535091464977,44.47435393786189,30.149110970673135,12.587040122037937,2.511190628816193,9.752606521576492,2.468099531471619,11.921578818551449,11.884461434815309,4.901130997416926,4.751751493116098,2.2210611800774425,5.403360522352552,5.200629255354559,6.39623400931063,6.0
17787,0.387923765,123,13.8,-5.5,-0.4,14.2,39.9,17.3,10.8,18.6,17.8,49487,7943,7602,49487,112.4,9.278467764,6.579635315,0.551586194,9.613359382,12.22354405,27.60885896,50.6,35.9,12.4,14.8,3.5,6,19.964018665317365,32.68679372575477,47.34918760892787,9.78650419705031,1.6841601094131267,4.852030263919617,1.5260563034950492,8.980675603671708,8.936824154997302,2.6587526517146656,2.449247978989187,1.7140836876458179,2.681936136497434,2.84627728792812,3.4845839986953324,10.4
194160,2.79460239,6328,9.8,4.1,1.4,12.7,27.3,26.2,20.1,28.4,26.9,46628,79354,75325,46628,79.5,88.8713933,61.40708733,2.676293256,91.87991606,62.9574917,236.030608,47.6,37.4,7.6,14.3,3.4,3,27.49072929542645,41.678512566955085,30.83075813761846,12.176463592026057,2.0534314928700916,8.753529336516431,1.8562979903656263,11.281737141072911,11.22963374081974,4.541925689106542,4.195803787684001,2.0381367816887477,4.573472232811762,4.218882387647023,5.484923929575689,6.9
32412,0.780575096,430,14.8,-4.0,1.8,18.7,38.8,18.5,17.3,27.0,25.7,42879,16762,16123,42879,59.1,17.03995111,7.998655034,0.365304892,16.16474148,14.1898119,44.71940721,50.0,39.5,10.9,16.9,4.2,6,22.40528199432309,31.287794643959028,46.306923361717885,10.386438255536065,1.754503175312585,6.075346031088684,1.916922612182061,9.727167947937808,9.688312170871095,3.092856766042689,2.564845893186216,1.679953204290835,3.05233665939321,2.954379507991371,3.9063953440050643,10.4
55286,1.00929711,823,9.6,-1.3,1.6,6.8,30.1,36.3,9.6,11.3,10.6,57438,29178,28496,57438,94.3,33.89726632,21.80371037,1.235837835,36.81031265,32.92625088,106.8116986,36.5,28.9,7.3,10.3,3.0,5,19.89111167384148,32.657453966646166,47.451434359512355,10.920365425621668,1.7933077882965511,6.71901315438526,1.8870696490323797,10.28134162693611,10.25769445336048,3.6609239736049,3.28854032457575,1.8303129462069863,3.7331430232166207,3.635643507683418,4.716816193887188,7.0
18634,0.472255018,210,9.9,0.3,-0.1,13.0,40.9,15.9,10.6,14.6,13.4,66901,8756,8437,66901,114.1,8.529200364,5.893385174,0.256850271,8.817935496,6.042181193,22.65242248,46.2,33.5,8.6,12.1,3.0,2,25.882794891059355,37.61940538800043,36.497799720940215,9.833011438731804,1.6996907834009756,5.3706380281276624,1.589235205116581,9.078065332666364,9.040974526342444,2.6048503394753384,2.3881557402474973,1.6595320395979505,2.6259674219416533,2.4017225931639157,3.3197133364271747,7.4
4506,0.577008433,8,7.1,1.1,0.0,8.4,34.9,11.2,23.5,31.8,30.2,34491,2266,2127,34491,72.8,2.197704717,1.144010675,0.088166236,2.105237689,2.440699466,6.223246039,50.9,34.6,8.0,19.9,5.1,6,19.906790945406126,28.69507323568575,51.39813581890812,8.414274137408396,1.7186525095095546,2.5649493574615367,1.6094379124341003,7.7279755421055585,7.664815785285735,1.9737621858923418,1.8154777333113097,1.6269174976739087,1.9608322147544535,2.00696485867325,2.417987166541747,10.8
435594,6.77098399,18086,6.2,7.6,0.8,28.7,20.4,24.5,13.3,19.2,19.0,69665,224057,210010,69665,92.6,169.7357807,87.18036694,3.953233767,246.2567318,167.3572334,647.1740994,37.0,28.1,6.3,11.2,3.2,3,29.05894020578796,40.40597437062953,30.53508542358251,12.984477374354194,2.465637519307084,9.803169856021261,1.7578579175523736,12.319678078253364,12.254934235720135,5.163275008418416,4.523747167974394,2.1920147817769124,5.526475252248184,5.149569261330813,6.480311549901823,6.3
21485,7.456364906,151,6.2,12.4,6.4,33.3,23.3,14.3,12.2,16.8,16.4,53785,11039,10742,53785,88.7,7.410725687,4.373825272,0.391495913,8.129341511,7.19514094,25.37462417,48.7,38.3,7.2,13.7,3.2,5,34.633465208284846,38.70141959506633,26.665115196648824,9.975342989636555,2.5222317297031034,5.049856007249537,2.4336133554004498,9.309642573050045,9.282381924841154,2.518561073493969,2.2379212596852325,1.6848228812946318,2.5748495355719285,2.5010375887966716,3.413607528580051,7.4
35567,0.463913178,3315,10.3,-1.2,0.4,14.5,42.5,12.7,16.1,22.3,18.5,47624,15892,15254,47624,85.5,18.35252391,4.491133132,0.70157346,13.98363464,17.66158035,46.27195863,50.4,37.1,11.1,13.9,3.3,5,23.274383557792337,38.934967807237044,37.790648634970616,10.47931409051953,1.69816523231794,8.107720061910534,1.6863989535702288,9.673885691160871,9.632924771891735,3.1507050686375897,2.250358008233623,1.7407421823609592,2.943577273267689,3.1206709950038456,3.937143987328453,8.9
104712,1.188975476,4009,11.2,0.9,0.6,9.7,34.4,22.5,17.4,27.0,25.3,50684,49961,47166,50684,77.9,40.78819504,20.4803913,1.536851193,79.31631479,49.75453007,175.7434541,47.0,33.9,9.0,12.3,3.4,4,24.724004889601957,35.14687905875162,40.12911605164642,11.55901675235066,1.8227695602352356,8.297543529356284,1.7227665977411035,10.819098053105419,10.761534575968792,3.824026307678502,3.2379091877289,1.877455580565466,4.434575378785777,4.0028601062783284,5.197078645168703,8.2
274255,5.187143352,14048,7.1,2.7,1.0,13.6,15.8,40.0,12.2,14.5,13.7,84213,142618,135634,84213,111.9,106.8676027,54.88976325,2.489001517,155.046075,105.3700419,407.4682678,28.4,20.9,5.9,9.2,2.9,3,24.13556726404259,39.880038650161346,35.98439408579607,12.521831840553846,2.321126469561535,9.550591175100745,1.791759469228055,11.867960064279028,11.817752223755896,4.717316053291603,4.0925055931879095,2.01343547983097,5.075461742528785,4.703838737416867,6.0221592762702825,5.7
1380645,5.704435246,35267,6.3,5.9,14.5,11.5,24.5,33.8,15.6,22.8,21.8,58037,750160,726303,58037,104.7,801.1884039,394.954769,14.06617182,751.6002866,536.7184453,1886.48755,40.5,32.2,6.7,10.9,2.9,1,24.987234227480634,45.498516997490306,29.514248775029063,14.138064960733635,2.370658164554712,10.470844727037774,2.970414465569701,13.528048461316041,13.495729446265802,6.69231746692792,5.991351463214239,2.947915655884341,6.628835090998751,6.294746392850246,7.545118861973706,6.1
85129,0.979689648,2987,8.3,1.6,0.4,8.5,33.8,24.8,8.1,10.4,9.7,65831,46319,44991,65831,108.3,44.52984621,26.94341238,1.947540134,44.69092096,47.97098856,134.6731324,41.0,32.9,6.5,9.2,2.8,5,24.357152086832926,36.871101504775105,38.77174640839197,11.351981764735369,1.7883686682880164,8.003697339094368,1.6863989535702288,10.743415464304269,10.714328875912717,3.902575441608449,3.46396597427492,1.9383876593720646,3.905822239553966,3.9697443780215202,4.9393049242159055,6.6
56310,0.760078139,1800,6.5,2.9,-0.1,5.0,20.3,43.9,9.2,10.8,10.0,66219,32091,31120,66219,92.0,28.62182744,22.21528368,0.879911103,24.74626393,26.92132509,72.06373065,32.5,22.0,5.6,7.8,2.7,5,22.06002486236903,39.266560113656546,38.67341502397443,10.938716208481797,1.7509510404143964,7.498315870766981,1.589235205116581,10.376486690761663,10.345766633767008,3.5151754822438805,3.303778715495258,1.7715416432588342,3.392703541920662,3.4632742845645854,4.344632750302323,5.7
179146,1.293916694,1199,8.5,1.3,0.2,5.1,31.6,33.3,6.5,7.5,6.7,76475,96495,92384,76475,136.2,92.55041378,34.26771406,2.973137982,121.1630355,82.84940171,349.144482,39.2,30.1,7.7,10.5,2.7,2,24.548692128208277,35.56317193797238,39.88813593381934,12.095984304632118,1.8395835627745134,7.093404625868766,1.6486586255873816,11.477298287327077,11.433763202923998,4.580369308782318,3.6704026560476257,2.0760781395288928,4.837575003081879,4.47562400425135,5.869704971109731,7.0
9911,0.242155181,363,10.0,-2.0,-0.2,18.3,33.4,14.5,17.9,24.0,21.9,42588,3593,3397,42588,95.2,6.92253083,0.355086672,0.328538136,3.912590531,3.640468035,11.22007514,49.8,37.0,10.5,16.1,4.0,5,20.4621128039552,33.32660680052467,46.21128039552013,9.201904893155081,1.6567327078586933,5.908082938168931,1.5686159179138452,8.188133414510478,8.132118772955806,2.478429957053957,1.6780468890161646,1.6730769296392811,2.1874649434447853,2.1564567520663767,2.786249681228941,10.0
21940,0.32816773,116,11.4,0.5,0.1,19.7,40.2,15.2,20.3,27.7,26.7,46603,9999,9463,46603,97.0,11.1301298,3.611171555,0.743891924,11.80339907,8.437052707,35.27836827,51.9,37.4,10.9,16.2,4.0,3,23.97447584320875,33.42752962625342,42.59799453053783,9.996294602122335,1.673007413598432,4.795790545596741,1.62924053973028,9.21074029199751,9.155672970633875,2.7806889392219127,2.1530603782887696,1.7481370161093,2.8215811915393885,2.5980160184129293,3.695814557347598,9.7
3641,0.823949464,51,9.0,4.9,0.3,10.2,46.9,18.0,12.2,19.6,19.2,46014,1910,1850,46014,84.6,2.030750751,0.395214881,0.072505587,2.264908139,1.62602694,6.457157422,48.4,33.6,10.3,12.8,3.4,6,26.091733040373523,30.48613018401538,43.422136775611094,8.201385955238608,1.7619786336589356,4.02535169073515,1.667706820558076,7.557472901614746,7.5256399750415355,1.9502934925815465,1.685512427574008,1.6238348941465017,1.9830556526202139,1.8910053696708273,2.4386146370632305,9.4
919719,3.725594448,27667,10.7,-0.1,3.0,8.6,27.7,33.7,13.7,19.2,17.8,56375,443446,423872,56375,83.3,593.5140858,418.5330874,7.812492129,975.14962,304.9695723,2301.767259,41.2,30.8,7.8,11.4,3.1,1,22.877531071990468,38.07532518084328,39.04714374716625,13.73182890401622,2.1662605973435713,10.228176350617005,2.0794415416798357,13.00234258984772,12.95719859778897,6.394450059892342,6.048631639493605,2.550420642576487,6.887705233480597,5.736474138790817,7.743602368385807,7.3
67420,1.392761792,541,10.1,0.2,0.2,12.6,32.4,20.8,11.9,16.5,14.6,55807,33156,32022,55807,95.2,30.85964841,21.32295956,0.929314438,31.90432602,21.86132103,81.95912439,43.1,28.6,8.4,11.6,3.0,3,25.198754078908337,37.264906555918124,37.53633936517354,11.11877114800793,1.855166380336441,6.302618975744905,1.6486586255873816,10.409129765609965,10.374334576024932,3.579612663611354,3.2704415454243727,1.779908597220147,3.608328780489205,3.2906873719407943,4.465438173650025,7.4
192876,2.463240631,6274,7.1,7.8,8.8,7.8,27.2,31.9,9.6,9.8,8.4,60033,110908,108017,60033,105.2,103.4082166,88.32329708,12.46145528,74.11286562,118.2745142,209.4398975,37.8,30.9,4.9,8.8,2.5,4,27.85209149920156,41.145088035836494,31.002820464961946,12.16982869741233,2.009989720829235,8.744966011114109,2.624668592163159,11.616501389191585,11.590090189065279,4.685903885025944,4.536069777433522,2.859995896308079,4.370875511610731,4.814413691319622,5.368029500970041,6.0
110356,2.263583312,3223,8.8,4.2,1.2,9.5,30.3,23.0,13.4,17.7,16.1,52278,49149,47158,52278,104.2,72.46091645,24.3512146,2.593182082,48.77652011,46.92424719,159.4436526,52.2,42.4,9.5,13.4,3.0,4,27.023451375548227,39.69063757294574,33.285911051506034,11.611512089544247,1.982873276217524,8.07961802938984,1.824549292051046,10.802713505783691,10.761364965859624,4.349773505284368,3.3793339287227804,2.0272507501885375,3.984836942722649,3.9497858716310796,5.102567974140078,8.0
103066,1.909456077,3543,8.9,1.1,1.5,8.3,36.6,22.7,9.5,11.9,9.6,59428,57658,56139,59428,97.8,53.91245204,32.62049055,2.357894154,54.10746585,58.078656,163.0492672,38.0,32.7,6.7,9.7,3.0,4,23.821628859177615,36.01090563328353,40.16746550753886,11.543173350127947,1.9328909193412767,8.17413934342947,1.8718021769015913,10.96237099897524,10.935675097822996,4.076052478160827,3.6275488633944617,1.9957737714201047,4.079357242152751,4.144382455590113,5.124257193554645,7.0
78374,0.940362875,792,12.1,-2.8,2.0,16.1,29.9,24.6,14.4,20.5,19.8,50529,34900,33741,50529,96.3,32.69612541,16.17078527,1.063664617,32.94277228,36.08751984,99.46034944,49.6,33.2,9.8,13.8,3.7,5,21.809528670222267,33.1602317094955,45.03023962028224,11.26931131331551,1.7817702215759714,6.680854678790215,1.9459101490553132,10.460385364404502,10.426617170758282,3.629557314901771,3.052622177987404,1.8023143395876144,3.636079031948079,3.715704421862141,4.648807568206463,9.2
31192,0.512952039,2322,13.0,-1.9,13.2,21.6,34.6,17.8,29.4,40.4,40.1,33392,11202,10506,33392,74.6,21.78665943,1.117532387,1.033978564,12.31374471,11.45731802,35.31193459,56.4,41.2,11.4,19.6,4.7,5,22.002436522185175,37.708386765837396,40.28917671197743,10.348077215328342,1.7071002399506225,7.752335163302292,2.9014215940827497,9.324293862052029,9.260177606823355,3.2879039811193045,1.811158810476785,1.7974065881949277,2.8515006779696184,2.800770242726224,3.696647568783212,10.7
18128,0.772285967,80,7.8,7.6,1.7,25.4,36.7,10.4,10.7,14.0,13.5,84946,9382,9157,84946,140.1,6.252810577,3.690421435,0.330325246,6.859143724,6.070910633,21.40987606,46.7,36.1,6.4,11.9,2.8,5,33.29655781112092,40.21403353927626,26.489408649602826,9.805488761654026,1.7530681835166633,4.442651256490317,1.9021075263969205,9.147081032336992,9.122819774446688,2.4206179265150114,2.1622214346491373,1.6734122580796034,2.473099192312204,2.404321004674214,3.27373803337868,6.4
10949,0.593661522,292,15.4,-4.1,-0.2,16.1,35.6,17.2,19.5,25.9,23.6,39756,5319,5165,39756,76.6,3.140520137,3.576472092,0.347095506,3.662551777,6.275486745,12.94527399,54.0,39.7,11.0,14.7,3.8,6,26.596036167686545,34.87076445337474,38.53319937893872,9.301459965343666,1.7216340856198442,5.6937321388027,1.5686159179138452,8.579980179515003,8.550627967502475,2.0968540768673503,2.1490226508544032,1.676553517411716,2.1590093416410157,2.4226310547451804,2.8873267928028774,10.5
114277,0.96432353,2739,13.1,-1.8,0.6,15.9,32.4,18.0,19.5,26.5,24.1,45400,45972,43833,45400,91.0,59.3143209,12.50814414,2.361350576,53.42263431,43.6732958,148.2741124,53.6,40.9,10.2,14.7,3.6,4,24.307603454763427,37.67599779483186,38.01639875040472,11.646424357066614,1.7857956425807326,7.917171988845776,1.7227665977411035,10.73589655042955,10.688256300143298,4.163782326507351,2.862666152102619,1.9962434180802333,4.067703388548226,3.8851305388322896,5.032227902733273,9.1
17158,2.342930411,565,9.7,4.8,1.8,22.2,36.0,12.8,12.3,16.4,15.5,54828,8122,7846,54828,91.3,10.4487202,4.637231179,0.641492707,6.9476922,11.74801475,22.21848046,46.8,39.4,8.0,11.9,3.3,6,28.097680382328942,35.44702179741228,36.45529782025877,9.750511182936638,1.9937380015077757,6.345636360828596,1.916922612182061,9.002947130753205,8.968396191198256,2.7375261649612943,2.2656338452708527,1.730148694854236,2.4805381383882805,2.8182797288586823,3.3038961712712522,8.2
42855,1.085054253,1047,8.0,5.4,4.1,11.5,25.8,23.4,11.5,17.9,16.4,60579,24821,24095,60579,86.2,21.99580516,13.83902741,0.969953908,24.554345,26.77683781,71.66202771,38.0,30.5,6.3,10.4,3.2,5,26.64333216660833,34.46272313615681,38.893944697234865,10.665694269027568,1.8058356422584134,6.9584483932976555,2.2082744135228043,10.119646770075892,10.089967119478747,3.295681489489579,2.9359306441426334,1.7867392067716916,3.386230771960035,3.4587376536405596,4.33940651029396,7.3
28759,0.358148753,1452,10.5,1.4,1.4,18.4,32.6,17.4,17.6,25.9,24.0,48082,12259,11659,48082,107.5,20.08728324,1.030364001,0.95332744,11.35326315,10.5636384,32.55757652,51.8,42.0,9.5,13.8,3.4,2,27.330574776591675,36.64939671059494,36.02002851281338,10.266879884222385,1.6786185335216592,7.284134806195205,1.8562979903656263,9.41442342055165,9.36426245424844,3.222361073925688,1.7968073739254922,1.7839502968581407,2.7944274584693716,2.7449373217503843,3.625875129361672,8.5
289615,5.186195466,4702,6.4,7.7,2.9,15.3,32.9,19.5,17.6,27.3,27.9,46059,136502,129814,46059,78.6,132.5632909,91.59669137,3.992040953,137.0508956,93.909322,352.0704807,48.4,40.6,7.3,15.3,3.4,2,30.656216010911038,42.58135800977159,26.76242597931737,12.576324997882594,2.3210334179503924,8.456806041401142,2.066862759472976,11.824131174343554,11.773896451584443,4.924084108656795,4.570544489803742,2.1963398475226366,4.956185413102567,4.5942034910118466,5.877933187223874,6.1
17821,0.51624488,177,12.9,-1.1,0.6,24.5,36.3,12.9,21.6,30.5,28.7,34648,6270,5906,34648,69.0,11.70145703,3.93239149,0.4187638,7.876747661,7.577630661,25.74799134,51.8,38.4,14.6,16.8,4.0,6,24.527243140115594,33.84209640311992,41.63066045676449,9.788413344690662,1.7076973534344093,5.204006687076795,1.7227665977411035,8.744328763999984,8.684570300824369,2.8154959629222738,2.189684163066664,1.6898677082562747,2.555423177998064,2.531919891800854,3.425824669842511,11.6
151260,6.835911675,8511,4.8,7.2,6.4,4.7,16.2,53.0,15.8,13.7,13.7,64387,85186,83551,64387,107.2,92.11291623,40.8804982,5.655215461,61.24885897,103.5671238,195.8717423,30.9,28.4,4.5,7.4,2.2,4,25.429723654634405,48.11781039270131,26.452465952664287,11.926788544529435,2.4711382721072805,9.049702026013371,2.4336133554004498,11.352651073434947,11.333272344730547,4.575874386327336,3.826040150964202,2.366049486932237,4.1934182416236725,4.687368634228487,5.302666606377945,4.8
270771,2.588903538,11339,9.2,3.7,1.9,11.6,30.7,29.2,13.5,17.7,15.9,54674,136728,131857,54674,98.1,139.7174699,34.19092443,5.341067485,106.457186,134.4573277,352.2676782,44.5,35.0,9.0,12.5,3.1,3,27.02505068858925,38.55139582894771,34.42355348246304,12.509047189800249,2.0266871195754117,9.336444248771908,1.9315214116032138,11.825785398114133,11.789511200154266,4.974783358208953,3.6684452003487498,2.336123102146151,4.7136405350974035,4.937758659842461,5.8784852997004435,7.2
117123,1.095429591,895,9.2,2.5,-0.1,11.2,37.5,21.0,11.5,16.0,14.4,59619,56576,54264,59619,135.4,61.09641761,43.32527278,3.632058796,63.30159616,80.48901725,181.7975144,51.0,39.4,10.4,12.5,2.9,3,25.26062344714531,39.77954799655063,34.95982855630405,11.671022632873319,1.8075392429761195,6.802394763324311,1.589235205116581,10.943428518789158,10.901708440501096,4.191114548868533,3.877954669775825,2.15548303933208,4.22393313614262,4.44838791447552,5.230025219496364,8.0
151366,4.516205753,16066,6.0,8.8,-0.4,26.3,25.5,13.5,18.8,23.2,22.4,58255,57865,53384,58255,77.4,58.98204793,30.2945941,1.373722279,85.57256635,58.15551864,224.8886687,42.5,34.1,6.3,11.5,3.1,4,29.669806957969424,45.05106827160657,25.279124770424005,11.927489056063653,2.2529962140018354,9.68477168454907,1.5260563034950492,10.965954394567884,10.885360011219552,4.158602542918132,3.563729810568813,1.8521836441328203,4.506151367526983,4.14560023436861,5.437595142603162,6.0
22300,0.430493274,199,10.3,0.8,0.4,26.4,43.7,10.2,20.7,28.7,27.8,48120,8941,8345,48120,100.2,11.31275727,3.670425054,0.75609799,11.99707381,8.575491129,35.85722937,50.6,39.1,11.6,16.0,3.9,6,23.672645739910315,36.56053811659193,39.766816143497756,10.012566147562366,1.6920299721772014,5.318119993844216,1.6863989535702288,9.098961783992793,9.030016817844901,2.791947456299542,2.1599178154269403,1.7502598128551978,2.8330412004168206,2.6082660440974172,3.71008377920985,9.8
